"title","categoryName","address","neighborhood","street","city","postalCode","state","countryCode","website","phone","phoneUnformatted","location/lat","location/lng","plusCode"
"Lux Cove Seafood 富景","Seafood restaurant","1202 ECP, #01-03 East Coast Seafood Centre, Singapore 449881","Bedok","1202 ECP, #01-03 East Coast Seafood Centre","Singapore","449881",,"SG","https://luxcoveseafood.com/","+65 6604 6777","+6566046777","1.3051218","103.9297307","8W4H+2V Singapore"
"Hua Yu Wee Seafood Restaurant","Seafood restaurant","462 Upper E Coast Rd, Singapore 466508","Bedok","462 Upper E Coast Rd","Singapore","466508",,"SG","https://www.facebook.com/Hua-Yu-Wee-Seafood-Restaurant-108620067503480","+65 6442 9313","+6564429313","1.3146801","103.9414907","8W7R+VH Singapore"
"Kinara Contemporary Indian Cuisine","Indian restaurant","164 Upper E Coast Rd, Singapore 455265","Bedok","164 Upper E Coast Rd","Singapore","455265",,"SG","http://www.thekinaragroup.com/","+65 6446 5745","+6564465745","1.3137149","103.9318463","8W7J+FP Singapore"
"JUMBO Seafood - East Coast","Seafood restaurant","1206 ECP, #01-07/08 East Coast Seafood Centre, Singapore 449883","Bedok","1206 ECP, #01-07/08 East Coast Seafood Centre","Singapore","449883",,"SG","http://www.jumboseafood.com.sg/","+65 6442 3435","+6564423435","1.3051669","103.930673","8W4J+37 Singapore"
"Lucky House Cantonese Private Kitchen 陶然居","Cantonese restaurant","267 Upper E Coast Rd, Singapore 466413","Bedok","267 Upper E Coast Rd","Singapore","466413",,"SG","https://www.facebook.com/Lucky-House-Cantonese-Private-Kitchen-%E9%99%B6%E7%84%B6%E5%B1%85-262923084041886/","+65 9823 7268","+6598237268","1.3145459","103.9351375","8W7P+R3 Singapore"
"Dan's Steaks","Restaurant","162 Upper E Coast Rd, Singapore 455259","Bedok","162 Upper E Coast Rd","Singapore","455259",,"SG","http://www.danssteaks.com/","+65 9112 4066","+6591124066","1.3137401","103.9317774","8W7J+FP Singapore"
"Long Beach UDMC","Seafood restaurant","1202 ECP, #01-04 East Coast Seafood Centre, Singapore 449881","Bedok","1202 ECP, #01-04 East Coast Seafood Centre","Singapore","449881",,"SG","http://www.longbeachseafood.com.sg/","+65 6448 3636","+6564483636","1.305063","103.930018","8W4J+22 Singapore"
"Fico","Italian restaurant","1300 East Coast Parkway, East Coast Park Area F, Singapore 468964","Bedok","1300 East Coast Parkway, East Coast Park Area F","Singapore","468964",,"SG","https://www.ficomasseria.com/","+65 8121 7208","+6581217208","1.3104435","103.9460923","8W6W+5C Singapore"
"Diamond Kitchen","Chinese restaurant","5000F Marine Parade Rd, #01-22/23 Laguna Park Condominum, Singapore 449289","Bedok","5000F Marine Parade Rd, #01-22/23 Laguna Park Condominum","Singapore","449289",,"SG","http://www.diamondkitchen.com.sg/","+65 6448 0629","+6564480629","1.3096243","103.9309904","8W5J+R9 Singapore"
"High Tide Bistro and Bar","Restaurant","1390 ECP, PAssion WaVe @ East Coast, Singapore 468961","Bedok","1390 ECP, PAssion WaVe @ East Coast","Singapore","468961",,"SG",,"+65 9734 2649","+6597342649","1.3115115","103.9524976","8X62+JX Singapore"
"Restaurant Born","Fine dining restaurant","1 Neil Rd, #01-01, Singapore 088804","Chinatown","1 Neil Rd, #01-01","Singapore","088804",,"SG","https://restaurantborn.com/","+65 9270 8718","+6592708718","1.2803733","103.8438899","7RJV+4H Singapore"
"Nouri","Fine dining restaurant","72 Amoy St, Singapore 069891","Chinatown","72 Amoy St","Singapore","069891",,"SG","http://nouri.com.sg/","+65 9230 2477","+6592302477","1.2802746","103.8466022","7RJW+4J Singapore"
"Kaarla Wood-Fire Grill","Restaurant","88 Market St, #51-02, CapitaSpring 048948","Central Area","88 Market St, #51-02","CapitaSpring","048948",,"SG","https://www.kaarla.sg/","+65 8518 3763","+6585183763","1.2838605","103.8500779","7VM2+G2 Singapore"
"Bar-A-Thym Restaurant by Francois Mermilliod","French restaurant","18 Gemmill Ln, Singapore 069255","Chinatown","18 Gemmill Ln","Singapore","069255",,"SG","http://www.bar-a-thym.sg/","+65 6557 2224","+6565572224","1.2822684","103.8471694","7RJW+WV Singapore"
"Straits Chinese Nonya Restaurant 土生坊正宗娘惹餐馆 (1953)","Nyonya restaurant","8 Raffles Ave., #02-21 Esplanade Mall, Singapore 039802","Central Area","8 Raffles Ave., #02-21 Esplanade Mall","Singapore","039802",,"SG","https://www.straitschinese.com/","+65 6339 3683","+6563393683","1.289821","103.8562328","7VQ4+WF Singapore"
"Jū Kyū Restaurant & Bar","Restaurant","Telok Ayer St, #198, Singapore 068637","Chinatown","Telok Ayer St, #198","Singapore","068637",,"SG","https://ju-kyu-restaurant-bar.business.site/?utm_source=gmb&utm_medium=referral","+65 8819 8000","+6588198000","1.280183","103.8472502","7RJW+3W Singapore"
"Giacomo Restaurant Pte Ltd","Restaurant","Singapore","Chinatown",,,,,"SG",,"+65 6227 6819","+6562276819","1.2797411","103.8486632","7RHX+VF Singapore"
"Shakira's Restaurant","Restaurant","Blk 7 Tampines Street 32, Tampines Mart, Singapore 529285","Tampines","Blk 7 Tampines Street 32, Tampines Mart","Singapore","529285",,"SG","https://shakira.sg/","+65 8752 6635","+6587526635","1.3544154","103.9602652","9X36+Q4 Singapore"
"Kko Kko Nara","Korean restaurant","78 Airport Blvd., #02 - 243, Singapore 819666","Changi","78 Airport Blvd., #02 - 243","Singapore","819666",,"SG","http://www.kkokkonara.com/","+65 6242 8720","+6562428720","1.3600069","103.9893889","9X6Q+2Q Singapore"
"Ichikokudo Hokkaido Ramen","Japanese restaurant","65 Airport Blvd., #B2-58 Terminal 3, Singapore 819663","Changi","65 Airport Blvd., #B2-58 Terminal 3","Singapore","819663",,"SG","http://www.ichikokudo.com/",,,"1.3563764","103.986504","9X4P+HJ Singapore"
"Jade Chicken Rice Restaurant","Hawker stall","10 Anson Rd, #01-04 International Plaza, Singapore 079903","Tanjong Pagar","10 Anson Rd, #01-04 International Plaza","Singapore","079903",,"SG","https://jade-chicken-rice-restaurant.business.site/?utm_source=gmb&utm_medium=referral","+65 8023 6576","+6580236576","1.276109","103.845924","7RGW+C9 Singapore"
"PAUL Le Café","French restaurant","Changi Airport Terminal 1 Departure/ Transit lounge West Level 2, #02-26, Singapore 819642","Changi","Changi Airport Terminal 1 Departure/ Transit lounge West Level 2, #02-26","Singapore","819642",,"SG","http://www.paul-singapore.com/",,,"1.36277","103.9892174","9X7Q+4M Singapore"
"King Omar Restaurant","Indian Muslim restaurant","878C Tampines Ave 8, #01-66, Singapore 523878","Tampines","878C Tampines Ave 8, #01-66","Singapore","523878",,"SG",,"+65 8452 3053","+6584523053","1.3513529","103.9294722","9W2H+GQ Singapore"
"Enak Enak Restaurant","Halal restaurant","1202 ECP, #01-01 East Coast Seafood Centre, Singapore 449881","Bedok","1202 ECP, #01-01 East Coast Seafood Centre","Singapore","449881",,"SG","https://www.enakenakrestaurant.com/","+65 6876 5911","+6568765911","1.305045","103.9295399","8W4H+2R Singapore"
"Tanjong Beach Club","Restaurant","120 Tanjong Beach Walk, Singapore 098942","Southern Islands","120 Tanjong Beach Walk","Singapore","098942",,"SG","http://www.tanjongbeachclub.com/","+65 9750 5323","+6597505323","1.243299","103.828128","6RVH+87 Singapore"
"Una Una (Japanese Restaurant)","Unagi restaurant","1 HarbourFront Walk, #02 - 94, Singapore 098585","Bukit Merah","1 HarbourFront Walk, #02 - 94","Singapore","098585",,"SG",,"+65 6252 5918","+6562525918","1.2637151","103.8220786","7R7C+FR Singapore"
"Hwang Sil Jjajang Jjampong specialty restaurant","Korean restaurant","38 Maxwell Rd, #01-05, Singapore 069116","Chinatown","38 Maxwell Rd, #01-05","Singapore","069116",,"SG",,"+65 6224 4371","+6562244371","1.27929","103.8449588","7RHV+PX Singapore"
"McDonald's Changi Airport Terminal 2 (T2) Transit Lounge","Hamburger restaurant","Changi Airport Terminal 2 Departure/ Transit Lounge Central, #36-070, Singapore 819643","Changi","Changi Airport Terminal 2 Departure/ Transit Lounge Central, #36-070","Singapore","819643",,"SG","https://www.mcdonalds.com.sg/","+65 6777 3777","+6567773777","1.3544789","103.989042","9X3Q+QJ Singapore"
"Sukiya Gyudon • Curry (Jewel)","Japanese restaurant","78 Airport Boulevard, #B2-200, Jewel, Singapore Changi Airport, Singapore 819666","Changi","78 Airport Boulevard, #B2-200, Jewel, Singapore Changi Airport","Singapore","819666",,"SG","http://www.sukiya.com.sg/",,,"1.3602982","103.9898914","9X6Q+4X Singapore"
"Hilltop Garden Restaurant","Restaurant","91 Bukit Batok West Ave 2, Singapore 659206","Bukit Batok","91 Bukit Batok West Ave 2","Singapore","659206",,"SG","http://www.qianxi.com.sg/","+65 6316 5500","+6563165500","1.3525875","103.7494101","9P3X+2Q Singapore"
"Fu Zhen Seafood Restaurant","Fish and seafood restaurant","283 Bukit Batok East Ave 3, Block 283, Singapore 650283","Bukit Batok","283 Bukit Batok East Ave 3, Block 283","Singapore","650283",,"SG","https://www.facebook.com/profile.php?id=100066508998462","+65 6563 9255","+6565639255","1.3469288","103.7576489","8QW5+Q3 Singapore"
